# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_vary_psi_EPs_v0.3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12
-6274.64,0.999028,0.0131741,6,0,54.7787,27.6757,145.815,54.521,33.0452,19.7752,47.8917,16.3158,76.0918,173.524,64.6712,8.55751,0.193188,-1.32756,-1.46465,-1.52518,-0.420354,-1.57515,-1.06851,-1.50269,-1.53531,-1.02498,-1.79296,-1.37668,-1.11221,0.204513,1.3528,0.265125,0.23116,0.217583,0.656814,0.206977,0.343521,0.222532,0.215389,0.358805,0.166467,0.252415,0.328831
-6277.61,0.983733,0.0224381,6,0,49.686,23.1625,121.009,49.3732,33.8122,17.7479,43.018,14.0264,58.7514,153.184,52.4436,5.97546,0.213282,-1.14679,-1.21308,-1.64796,-0.359865,-1.52372,-0.767287,-1.48247,-1.5837,-1.13609,-1.75636,-1.42889,-2.29052,0.164913,2.60609,0.317655,0.297282,0.192443,0.697771,0.2179,0.464271,0.227076,0.205215,0.321073,0.172671,0.239575,0.101214
-6279.16,0.787313,0.0365445,5,0,57.203,16.1892,120.226,51.4289,35.3463,18.7533,47.2213,17.1636,73.747,169.272,68.1663,6.88574,0.187316,-1.05319,-1.21666,-1.78989,0.373667,-1.56116,-0.937239,-1.67807,-1.25249,-1.03691,-1.8223,-1.19486,-2.10471,0.0525288,2.03009,0.348824,0.296219,0.166979,1.45305,0.209893,0.391708,0.186734,0.285793,0.354549,0.161653,0.302747,0.121881
-6272.41,0.964937,0.0368502,4,0,53.7208,26.4853,130.471,49.7563,34.2656,18.692,43.7587,14.4314,67.7772,157.298,65.0308,6.76033,0.187501,-0.743784,-1.34556,-1.49004,0.339138,-1.56866,-0.738812,-1.65193,-1.62829,-1.08957,-1.87535,-1.20794,-1.93507,0.0507716,1.2663,0.475312,0.260395,0.225363,1.40374,0.208324,0.477681,0.19168,0.196265,0.336363,0.153301,0.298812,0.144414
-6272.8,0.396181,0.0567831,2,0,66.1178,27.2109,128.498,54.5577,32.1686,19.8495,45.687,13.9933,69.9521,158.308,57.9838,6.75419,0.193281,-0.552492,-1.34471,-1.67562,0.375529,-1.49273,-0.905713,-1.61497,-1.62178,-1.14102,-1.89268,-1.11068,-1.88784,0.0537958,1.28066,0.575514,0.260615,0.187193,1.45576,0.224759,0.404254,0.198896,0.197547,0.319493,0.150667,0.329335,0.151398
-6271.49,0.829342,0.0225557,5,0,55.3176,31.4979,132.857,49.4878,34.3499,17.7844,46.0239,14.3677,69.7776,164.857,64.2258,6.29547,0.194073,-1.38263,-1.33157,-1.69166,-0.272372,-1.62657,-1.01749,-1.61142,-1.73616,-1.16309,-1.90556,-1.18352,-1.56381,0.186976,1.8055,0.250917,0.264062,0.184214,0.761571,0.196602,0.3615,0.199603,0.176195,0.312518,0.148739,0.3062,0.209336
-6273.67,0.908535,0.0251757,6,0,57.7914,21.0696,132.777,51.4757,36.8757,19.8534,44.5648,14.3498,69.2887,162.999,61.0238,12.5964,0.207985,-0.670095,-1.44551,-1.66516,-0.551343,-1.60436,-0.859427,-1.61485,-1.74253,-1.06478,-1.77391,-1.4947,-0.221509,0.135858,1.64538,0.51166,0.235627,0.189161,0.576176,0.201018,0.423405,0.19892,0.175076,0.344805,0.169669,0.224317,0.801309
-6273.47,0.990795,0.0337689,4,0,68.2365,16.1407,139.548,54.0201,34.8876,20.2464,48.241,14.667,72.9543,176.556,59.3989,8.82255,0.191632,-0.6247,-1.13052,-1.72357,-0.532207,-1.52808,-0.819191,-1.60139,-1.71882,-1.15855,-1.86742,-1.26142,0.0228306,0.151961,1.95138,0.535422,0.322866,0.178428,0.587307,0.216951,0.440788,0.201616,0.179277,0.31394,0.154522,0.283252,1.02309
-6275.21,0.912861,0.0546267,2,0,59.0487,25.422,136.027,52.3846,36.9124,20.2411,46.9547,14.3208,69.0103,163.718,63.3624,9.73323,0.201351,-0.384374,-1.21586,-1.68379,-0.68579,-1.64304,-0.726353,-1.5829,-1.61329,-1.14104,-1.98503,-1.52569,-0.101208,0.165756,2.02173,0.680877,0.296454,0.185669,0.503692,0.193391,0.48367,0.205379,0.199232,0.319485,0.137377,0.217472,0.903745
-6275.21,0.000102251,0.0733316,0,0,59.0487,25.422,136.027,52.3846,36.9124,20.2411,46.9547,14.3208,69.0103,163.718,63.3624,9.73323,0.201351,-0.384374,-1.21586,-1.68379,-0.68579,-1.64304,-0.726353,-1.5829,-1.61329,-1.14104,-1.98503,-1.52569,-0.101208,0.165756,2.02173,0.680877,0.296454,0.185669,0.503692,0.193391,0.48367,0.205379,0.199232,0.319485,0.137377,0.217472,0.903745
-6275.44,0.966203,0.012055,5,0,64.8742,20.1322,127.296,50.3186,35.7486,19.5345,45.8491,15.4815,71.6622,158.981,59.4732,9.29668,0.197423,-0.487579,-1.39486,-1.53106,0.0353876,-1.5005,-0.917615,-1.55597,-1.48513,-1.01988,-1.92031,-1.00823,-0.337291,0.177467,1.28615,0.614112,0.247868,0.216305,1.03602,0.223018,0.399471,0.210984,0.226472,0.360639,0.146561,0.364866,0.713701
-6272.66,0.997202,0.0183778,6,0,60.3031,25.9663,141.643,55.9696,37.3872,20.5631,48.1196,13.4255,68.6715,171.656,57.9367,9.13557,0.192011,-1.16253,-1.35779,-1.629,-0.0956677,-1.46932,-0.871411,-1.62603,-1.75599,-1.16586,-1.91555,-1.21262,-1.23086,0.331807,1.54797,0.312694,0.257228,0.196125,0.908766,0.230083,0.418361,0.196708,0.172737,0.311653,0.147261,0.297416,0.29204
-6271.87,0.953512,0.0298932,4,0,48.2597,20.2977,131.763,52.9938,33.052,19.2595,44.205,15.1077,66.4803,158.563,64.2918,7.89415,0.197249,-1.28538,-1.33586,-1.69484,-0.0343166,-1.59241,-0.658046,-1.57261,-1.76978,-1.15031,-1.82705,-1.31313,-1.16049,0.335374,1.5619,0.276545,0.262932,0.183628,0.966266,0.203435,0.517862,0.207502,0.17037,0.316539,0.160888,0.268978,0.313332
-6273.57,0.786213,0.0437922,4,0,55.4073,25.6303,127.046,54.2167,38.9505,20.8763,50.5089,18.0784,75.7374,175.47,58.1325,9.26244,0.203304,-1.1592,-1.30428,-1.67179,-0.238738,-1.59163,-0.464031,-1.59857,-1.41055,-1.03831,-1.88571,-1.29098,-0.764498,0.182869,1.59909,0.313739,0.271368,0.18791,0.787622,0.203593,0.628744,0.202185,0.244009,0.354053,0.151722,0.275002,0.465568
-6270.94,0.963953,0.0438909,3,0,58.7,21.1065,123.292,52.5587,37.4811,18.4705,44.7016,16.3645,71.3833,161.929,60.1979,8.77124,0.21098,-0.901186,-1.4295,-1.61365,-0.192266,-1.52775,-1.07152,-1.62781,-1.59454,-1.19539,-1.82906,-1.30753,-0.766627,0.152118,1.43181,0.406088,0.239429,0.19916,0.825088,0.217023,0.342489,0.19636,0.203001,0.302585,0.160565,0.270488,0.464577
-6270.01,0.115267,0.0653324,3,0,52.7162,19.0047,129.53,50.5249,34.7819,16.6449,47.1939,16.0445,70.6688,163.89,58.2958,9.76308,0.219807,-0.898386,-1.3567,-1.66186,-0.177779,-1.52147,-1.10833,-1.59527,-1.6219,-1.17232,-1.8221,-1.31716,-0.771135,0.143122,1.28382,0.407226,0.25751,0.189786,0.837127,0.218391,0.33011,0.202854,0.197523,0.309647,0.161686,0.267896,0.462488
-6268.15,0.999846,0.0147923,5,0,55.7777,25.6286,128.886,54.862,35.759,18.8135,46.6146,16.6731,71.8045,165.509,60.6792,9.16394,0.195413,-0.901297,-1.12388,-1.65608,-0.315973,-1.49639,-1.23706,-1.5631,-1.59959,-0.989865,-1.82302,-1.32604,-1.14382,0.12046,1.88304,0.406043,0.325016,0.190885,0.729079,0.223938,0.290237,0.209486,0.20198,0.371627,0.161538,0.265527,0.318598
-6269.81,0.975048,0.0238609,5,0,47.8209,20.9958,136.421,51.9674,32.2136,19.8709,46.9474,16.226,68.9744,166.114,57.2756,7.24095,0.203746,-1.30993,-1.50406,-1.58609,-0.509267,-1.5032,-0.776615,-1.59364,-1.624,-1.14778,-1.92788,-1.29226,-1.71008,0.219108,1.5088,0.269839,0.222227,0.204724,0.600936,0.222418,0.45996,0.203184,0.197109,0.317342,0.145456,0.27465,0.180851
-6264.5,0.955077,0.0362473,4,0,57.357,19.3809,128.581,53.7601,34.9288,18.2522,46.601,16.3057,67.9414,165.511,62.2204,6.6085,0.208329,-0.743762,-1.29586,-1.65765,-0.335929,-1.54613,-1.07559,-1.54949,-1.54053,-1.18255,-1.84555,-1.28237,-1.81703,0.0513913,1.71417,0.475322,0.273662,0.190586,0.714674,0.213072,0.341095,0.212357,0.214267,0.306496,0.157938,0.27738,0.162507
-6264.5,0.403542,0.0524603,3,0,57.357,19.3809,128.581,53.7601,34.9288,18.2522,46.601,16.3057,67.9414,165.511,62.2204,6.6085,0.208329,-0.743762,-1.29586,-1.65765,-0.335929,-1.54613,-1.07559,-1.54949,-1.54053,-1.18255,-1.84555,-1.28237,-1.81703,0.0513913,1.71417,0.475322,0.273662,0.190586,0.714674,0.213072,0.341095,0.212357,0.214267,0.306496,0.157938,0.27738,0.162507
-6269.12,0.945828,0.0229394,4,0,58.3328,25.013,134.972,53.3502,32.3753,19.2514,46.3345,14.2871,73.5506,161.356,63.7878,6.87642,0.193464,-0.831389,-1.47446,-1.52685,-0.353818,-1.5645,-1.17169,-1.67169,-1.62369,-0.881685,-1.84717,-1.34431,-1.97381,0.0414666,1.48667,0.435444,0.228901,0.217219,0.702003,0.209192,0.309842,0.187929,0.197169,0.414085,0.157683,0.260719,0.138926
-6278.37,0.847542,0.0324839,6,0,51.0952,18.1944,124.649,48.9196,30.527,19.839,44.8869,12.9076,66.3708,150.974,56.8105,6.36896,0.205996,-1.34711,-1.22063,-1.53552,-0.406996,-1.48222,-0.183597,-1.55583,-1.74104,-0.938489,-1.75518,-1.36656,-1.634,0.00185139,2.06489,0.259992,0.295044,0.215343,0.665647,0.227133,0.832271,0.211013,0.175338,0.391219,0.172875,0.254982,0.195147
-6277.78,0.783738,0.0371308,3,0,57.7503,24.9653,139.579,56.2213,35.5869,20.96,53.3544,15.7135,75.338,183.992,64.247,9.64877,0.185344,-1.07571,-1.34869,-1.78332,-0.65813,-1.57558,-0.863768,-1.53651,-1.46648,-1.19815,-1.95805,-1.24544,-1.0952,0.00232355,2.14345,0.341055,0.25958,0.168079,0.517819,0.206889,0.421571,0.215132,0.230737,0.301752,0.141134,0.287815,0.334473
-6272.85,0.75888,0.0369979,5,0,55.6371,25.4917,137.779,56.0577,34.8729,19.5046,49.043,15.1419,70.9696,167.603,58.8695,6.58116,0.198595,-0.683636,-1.23822,-1.50339,-0.256864,-1.5555,-1.04764,-1.63201,-1.53999,-0.997502,-1.76882,-1.45422,-2.05562,0.0515597,2.38319,0.504778,0.289901,0.222375,0.773473,0.211084,0.350765,0.195537,0.214382,0.3688,0.170534,0.233582,0.128013
-6278.38,0.691459,0.034974,3,0,62.3061,23.6981,133.839,55.5453,33.7432,20.2387,49.7331,13.3869,67.3434,180.074,68.5495,7.52045,0.186111,-0.849056,-1.53961,-1.72794,-0.577368,-1.57129,-1.07549,-1.5678,-1.5165,-1.44192,-1.92357,-1.27118,-2.05343,0.0516901,1.02094,0.427819,0.214465,0.177651,0.561374,0.207777,0.341131,0.208504,0.219479,0.236474,0.146084,0.280501,0.128294
-6269.92,0.988751,0.0287038,3,0,65.5093,22.725,138.347,56.1899,33.6468,18.7109,48.7191,16.6296,72.3315,173.642,60.4331,7.21886,0.195701,-0.935551,-1.40903,-1.72045,-0.589566,-1.55977,-1.13265,-1.62878,-1.53695,-1.26255,-1.89361,-1.31928,-2.0318,0.0470175,1.07439,0.39237,0.244379,0.178985,0.554568,0.210183,0.322179,0.196168,0.215036,0.282932,0.150528,0.267329,0.131099
-6273.95,0.888255,0.0439593,3,0,52.8575,26.0719,136.435,54.9072,39.1803,17.7723,47.5478,15.2145,67.486,162.996,65.6183,6.46721,0.206609,-0.853852,-1.20373,-1.57536,-0.406708,-1.5655,-1.03478,-1.60734,-1.27208,-1.22289,-1.80226,-1.02144,-2.05551,0.03797,1.6314,0.425772,0.300074,0.206933,0.665839,0.208984,0.355305,0.200421,0.280249,0.294377,0.164926,0.360075,0.128027
-6274.95,0.558446,0.0543656,2,0,63.2408,31.1758,132.103,49.5346,31.0639,20.0179,47.8873,17.1672,75.4674,174.245,65.9349,6.96432,0.182862,-1.14722,-1.18268,-1.7009,-0.582923,-1.57857,-1.04177,-1.64026,-1.48854,-0.993068,-1.83865,-1.03513,-2.03854,0.0350626,1.44887,0.317518,0.306457,0.182519,0.558264,0.206269,0.352829,0.193929,0.225702,0.370438,0.159031,0.355182,0.130219
-6271.34,0.988369,0.0338948,4,0,45.6637,19.315,132.523,51.224,36.3709,19.6333,48.5438,15.3401,65.8642,167.707,66.9067,6.65191,0.196316,-1.53222,-1.36103,-1.60411,-0.484718,-1.55387,-1.02437,-1.61416,-1.54182,-1.38663,-1.88654,-1.07626,-1.97989,0.0407931,1.52079,0.216055,0.256395,0.201069,0.615871,0.211429,0.359023,0.199057,0.21399,0.249916,0.151595,0.340868,0.138085
-6272.74,0.193735,0.0514552,3,0,51.5621,26.0852,128.09,51.6264,34.0212,18.1633,45.9273,13.5229,70.7454,167.16,57.9784,6.76902,0.197429,-1.65829,-1.43518,-1.70918,-0.489219,-1.58389,-1.02076,-1.53609,-1.80393,-1.07204,-1.82367,-1.49353,-1.98585,0.072928,1.86587,0.190464,0.238072,0.181014,0.613105,0.205175,0.360322,0.215221,0.16465,0.342309,0.161432,0.224579,0.137264
-6272.31,0.929612,0.0152742,5,0,56.4544,21.0009,141.201,49.0726,34.4227,18.9528,50.8642,15.8641,71.2449,167.174,62.5205,7.64173,0.20482,-1.36539,-1.15159,-1.60446,-0.654139,-1.54459,-0.993877,-1.56225,-1.43114,-1.09256,-1.91827,-1.20001,-2.05947,0.0798312,1.38659,0.255281,0.316134,0.200999,0.519889,0.213399,0.370139,0.209663,0.239036,0.335356,0.146861,0.301191,0.127522
-6280.24,0.958901,0.0205613,5,0,63.0718,15.7786,122.009,52.9182,30.7291,19.1729,44.451,14.017,67.3095,162.037,62.2455,5.20969,0.22255,-0.203173,-0.918662,-1.73079,-0.259953,-1.57058,-0.875298,-1.50336,-1.72178,-1.05189,-1.87393,-1.20887,-2.03987,0.159153,1.82597,0.816137,0.399053,0.177145,0.771088,0.207925,0.416738,0.222383,0.178748,0.349278,0.15352,0.298534,0.130046
-6276.81,0.839132,0.0292791,4,0,51.1874,30.5665,138.912,56.4605,36.3264,20.1729,49.0212,15.6473,71.955,185.455,64.3299,8.99319,0.179162,-1.33897,-1.61237,-1.75287,-0.417178,-1.58861,-0.987439,-1.65813,-1.55661,-1.1986,-1.86308,-1.33688,-1.92979,0.292583,1.41971,0.262116,0.199415,0.173276,0.658903,0.20421,0.37253,0.190494,0.210849,0.301617,0.155194,0.262665,0.145178
-6281.55,0.801174,0.0326241,4,0,57.5244,17.0869,110.913,46.4705,32.1781,18.9128,45.0871,14.2658,68.6898,159.93,57.7632,7.90519,0.199529,-0.990057,-1.21454,-1.66149,-0.610384,-1.57572,-0.904209,-1.62908,-1.6332,-1.04407,-1.73145,-1.30242,-1.88464,0.178964,3.89399,0.371556,0.296847,0.189856,0.543142,0.206858,0.404862,0.196109,0.195304,0.352018,0.177027,0.271874,0.151883
-6282.48,0.927137,0.0336439,3,0,55.7117,22.6564,128.861,53.1591,37.1934,18.0101,48.0186,14.7101,77.7229,161.933,61.7314,5.54612,0.180393,-0.719706,-1.43163,-1.58062,-0.573847,-1.53768,-1.04786,-1.54667,-1.53188,-1.01017,-1.97034,-1.25127,-1.96667,0.216918,3.93318,0.486895,0.23892,0.205847,0.563354,0.214878,0.350686,0.212955,0.216129,0.364155,0.13941,0.286143,0.139922
-6277.72,0.976941,0.0446018,3,0,46.3995,24.5738,134.014,57.594,36.0407,16.0118,49.8245,14.647,73.7026,176.457,61.9617,5.94743,0.225059,-1.46187,-1.22497,-1.68137,0.0354525,-1.63288,-1.34465,-1.59214,-1.5759,-1.23139,-1.83509,-1.41356,-2.06826,0.225907,1.87641,0.231803,0.293768,0.186119,1.03609,0.195366,0.260631,0.203489,0.206821,0.291886,0.159599,0.243275,0.126405
-6277.25,0.292801,0.0650942,3,0,46.8338,27.8632,134.859,54.9584,34.7498,18.2958,49.4143,16.0484,69.2053,174.416,57.1262,7.11574,0.175979,-1.37471,-1.31659,-1.74139,-0.0391272,-1.61404,-1.3492,-1.53505,-1.58748,-1.18003,-1.86601,-1.30866,-2.06386,0.249844,2.35212,0.252912,0.268048,0.175277,0.961628,0.199081,0.259446,0.215445,0.204441,0.30727,0.15474,0.270183,0.126963
-6271.77,0.988109,0.0244562,3,0,53.3776,26.1361,129.749,51.849,34.1299,16.7284,48.7147,15.626,76.7385,175.754,70.1462,6.92095,0.197322,-1.39182,-1.37703,-1.74038,-0.0048147,-1.53654,-1.32635,-1.59664,-1.57907,-1.09062,-1.91538,-1.28251,-2.07188,0.252264,2.11646,0.248622,0.252327,0.175453,0.995197,0.215124,0.265445,0.202575,0.206166,0.336008,0.147287,0.277341,0.125949
-6271.81,0.959002,0.0364503,6,0,55.5434,24.428,138.126,52.5868,33.0479,16.4409,45.4471,15.2859,67.455,167.983,61.0584,6.41373,0.193459,-0.807637,-1.32759,-1.57883,-0.0150872,-1.53982,-1.28368,-1.59513,-1.60482,-1.08558,-1.821,-1.28131,-2.29675,0.0672987,1.44868,0.445911,0.265116,0.206217,0.985026,0.21442,0.277017,0.202883,0.200925,0.337705,0.161864,0.277673,0.100585
-6276.36,0.933802,0.051115,5,0,57.1595,20.2392,132.504,53.5486,32.6604,15.7815,45.8546,15.8686,73.8892,165.751,58.8462,6.10676,0.186629,-0.551125,-1.19074,-1.71953,-0.295851,-1.61654,-1.61357,-1.55357,-1.53776,-0.920489,-1.9778,-1.35088,-2.29213,0.067171,1.892,0.576301,0.303995,0.179151,0.743898,0.198586,0.199175,0.211492,0.214863,0.398324,0.138373,0.259012,0.101051
-6276.36,0.0364543,0.0680182,2,1,57.1595,20.2392,132.504,53.5486,32.6604,15.7815,45.8546,15.8686,73.8892,165.751,58.8462,6.10676,0.186629,-0.551125,-1.19074,-1.71953,-0.295851,-1.61654,-1.61357,-1.55357,-1.53776,-0.920489,-1.9778,-1.35088,-2.29213,0.067171,1.892,0.576301,0.303995,0.179151,0.743898,0.198586,0.199175,0.211492,0.214863,0.398324,0.138373,0.259012,0.101051
-6270.52,0.996198,0.0158155,5,0,60.5404,25.1056,131.324,54.954,38.7291,17.7196,49.2193,16.0517,70.372,169.499,65.9748,6.40826,0.195576,-1.15073,-1.42286,-1.67469,-0.532576,-1.55663,-1.19634,-1.6434,-1.64382,-1.2374,-1.90664,-1.31937,-2.2956,0.0921005,1.45714,0.316406,0.241023,0.187367,0.587091,0.210846,0.302298,0.193321,0.193241,0.290138,0.148579,0.267305,0.1007
-6274.76,0.825602,0.0238026,3,0,48.1124,22.0016,122.39,46.1574,31.3745,16.2491,42.1485,13.5601,65.0827,149.302,61.4279,6.82598,0.198128,-1.44334,-1.12672,-1.6268,-0.728321,-1.6135,-1.17816,-1.61653,-1.56821,-1.09229,-1.82722,-1.38062,-2.29644,0.116958,1.85426,0.236138,0.324094,0.196557,0.482719,0.199188,0.307844,0.198587,0.208418,0.335447,0.16086,0.251423,0.100617
-6280.13,0.583526,0.0257041,4,0,57.8276,19.418,141.474,50.6123,38.5448,20.9905,47.2849,14.6276,78.2097,171.389,72.1124,8.10628,0.200141,-1.24515,-1.06757,-1.72198,-0.126414,-1.48975,-0.99971,-1.5901,-1.65681,-1.05213,-1.84994,-1.2774,-2.2937,0.137351,1.70987,0.287897,0.343843,0.178711,0.88125,0.225428,0.367986,0.203905,0.190746,0.349192,0.157246,0.27876,0.100893
-6274.37,0.995461,0.0174484,4,0,53.6672,25.9694,123.055,44.6029,33.007,20.0758,44.6229,13.3964,64.0707,156.106,60.0408,6.94633,0.200917,-1.12523,-1.4401,-1.69156,0.17191,-1.55436,-0.727901,-1.56741,-1.59531,-1.12021,-1.79257,-1.41114,-2.29472,0.0890371,1.5452,0.324579,0.236904,0.184233,1.18757,0.211326,0.482922,0.208585,0.202846,0.326211,0.166532,0.243866,0.10079
-6274.42,0.986336,0.0260573,4,0,56.2699,18.9963,134.082,48.3901,34.6714,20.0089,48.1301,16.4991,75.2429,169.353,66.7544,6.82527,0.20449,-1.19205,-1.33274,-1.65129,-0.163118,-1.57178,-1.0821,-1.54616,-1.75948,-0.932394,-1.92768,-1.37489,-2.2969,0.0701598,1.61161,0.303598,0.263754,0.191803,0.849491,0.207674,0.338883,0.213064,0.172134,0.39361,0.145485,0.252867,0.10057
-6277.68,0.957519,0.038105,3,0,53.6673,21.6741,117.125,44.3071,31.271,19.2728,43.2151,13.8687,68.8331,154.593,62.1252,6.71494,0.192102,-1.27723,-1.02676,-1.78796,-0.463646,-1.5703,-0.948673,-1.56064,-1.80198,-0.809614,-1.86711,-1.28146,-2.29701,0.0462099,1.4294,0.278808,0.358166,0.167302,0.628986,0.207983,0.387255,0.210002,0.164973,0.44503,0.15457,0.277632,0.100559
-6276.34,0.951799,0.0525883,2,0,50.4269,24.14,120.183,55.0804,37.396,17.785,43.1674,13.4484,66.8238,156.569,57.0071,6.05717,0.195564,-1.12884,-1.00346,-1.69939,-0.395574,-1.50395,-1.00837,-1.57426,-1.74424,-0.94953,-1.81306,-1.12294,-2.29707,0.0540656,1.71465,0.323409,0.366608,0.182794,0.673293,0.222251,0.364815,0.20716,0.174779,0.386923,0.163154,0.325323,0.100553
-6276.34,0.000274317,0.0715904,1,0,50.4269,24.14,120.183,55.0804,37.396,17.785,43.1674,13.4484,66.8238,156.569,57.0071,6.05717,0.195564,-1.12884,-1.00346,-1.69939,-0.395574,-1.50395,-1.00837,-1.57426,-1.74424,-0.94953,-1.81306,-1.12294,-2.29707,0.0540656,1.71465,0.323409,0.366608,0.182794,0.673293,0.222251,0.364815,0.20716,0.174779,0.386923,0.163154,0.325323,0.100553
-6270.89,0.936732,0.0163606,7,0,53.0466,26.3953,116.896,48.4115,31.4529,19.4386,43.2707,14.9803,65.3951,157.233,58.4077,7.39381,0.2047,-1.15683,-1.40261,-1.66051,-0.409847,-1.55052,-0.739791,-1.59588,-1.42664,-1.17617,-1.82319,-1.03424,-1.15456,0.0431968,1.49106,0.314482,0.245955,0.190042,0.663751,0.212138,0.477214,0.20273,0.240114,0.308458,0.16151,0.355497,0.315195
-6268.53,0.841862,0.0217025,4,0,55.6034,19.6445,136.803,54.3052,37.8519,20.6951,50.8368,14.1082,71.5984,167.059,58.7565,8.53476,0.201028,-1.12155,-1.40866,-1.64765,-0.16872,-1.56933,-0.81044,-1.59516,-1.59087,-1.18017,-1.89138,-1.44349,-1.14903,0.0545933,1.64517,0.325775,0.24447,0.192502,0.844745,0.208184,0.444662,0.202877,0.203748,0.307228,0.150864,0.236103,0.316945
-6272.92,0.88355,0.0240787,4,0,58.1881,28.2732,126.984,50.341,36.4102,19.6474,47.6936,15.2518,78.4252,160.116,60.3204,8.22187,0.193744,-0.640365,-1.16672,-1.66989,-0.254398,-1.5446,-0.811531,-1.5668,-1.48504,-0.858069,-1.82404,-1.17157,-0.911698,0.0758791,1.38244,0.5271,0.311386,0.188268,0.775383,0.213398,0.444177,0.208711,0.226493,0.42398,0.161373,0.309881,0.401841
-6276.92,0.977175,0.028827,5,0,51.3098,27.1443,136.72,48.982,34.3181,14.4235,46.6905,16.2315,72.7778,168.726,62.9187,8.82223,0.198483,-1.29762,-1.10351,-1.70433,-0.660127,-1.62223,-1.37329,-1.57164,-1.57971,-1.0495,-1.90292,-1.17021,-0.459441,0.323791,3.17254,0.273182,0.331703,0.181894,0.516786,0.197458,0.253272,0.207705,0.206035,0.350112,0.149132,0.310303,0.631636
-6271.76,0.636529,0.0409372,4,0,49.2352,21.1637,132.742,49.8248,36.3898,15.5743,46.2307,13.688,73.7104,162.091,62.0591,11.1262,0.196746,-1.156,-1.18128,-1.6579,-0.307424,-1.53258,-1.36472,-1.63332,-1.548,-0.847092,-1.78826,-1.33442,-0.169122,0.232284,2.14003,0.314743,0.306886,0.190538,0.735339,0.215978,0.255452,0.195281,0.212673,0.42866,0.167252,0.26331,0.844406
-6273.49,0.809977,0.0310395,5,0,60.0621,23.3073,127.931,47.5382,38.2204,20.9068,45.8532,14.0489,67.2567,166.589,63.1741,11.6016,0.18275,-1.17299,-1.26424,-1.69167,-0.846811,-1.54778,-1.11889,-1.6171,-1.6966,-1.30808,-1.90935,-1.30346,0.057877,0.21819,1.41186,0.309439,0.282453,0.184212,0.42878,0.21272,0.326641,0.198474,0.183305,0.270338,0.148176,0.27159,1.05958
-6274.87,0.951819,0.0323734,5,0,54.7747,20.3932,129.335,49.2411,34.3716,22.7115,48.0583,15.5606,66.8723,166.182,65.2601,10.2889,0.20503,-0.960442,-1.36954,-1.55146,0.187255,-1.54437,-0.718745,-1.58737,-1.52801,-1.21307,-1.75691,-1.20251,-1.01594,0.417203,1.5847,0.382724,0.254225,0.211938,1.20593,0.213447,0.487364,0.204462,0.216967,0.297282,0.172577,0.300438,0.362062
-6274.87,0.000800303,0.698866,1,0,54.7747,20.3932,129.335,49.2411,34.3716,22.7115,48.0583,15.5606,66.8723,166.182,65.2601,10.2889,0.20503,-0.960442,-1.36954,-1.55146,0.187255,-1.54437,-0.718745,-1.58737,-1.52801,-1.21307,-1.75691,-1.20251,-1.01594,0.417203,1.5847,0.382724,0.254225,0.211938,1.20593,0.213447,0.487364,0.204462,0.216967,0.297282,0.172577,0.300438,0.362062
-6274.87,4.71903e-100,1.63427,0,1,54.7747,20.3932,129.335,49.2411,34.3716,22.7115,48.0583,15.5606,66.8723,166.182,65.2601,10.2889,0.20503,-0.960442,-1.36954,-1.55146,0.187255,-1.54437,-0.718745,-1.58737,-1.52801,-1.21307,-1.75691,-1.20251,-1.01594,0.417203,1.5847,0.382724,0.254225,0.211938,1.20593,0.213447,0.487364,0.204462,0.216967,0.297282,0.172577,0.300438,0.362062
